timestamp[us],RBid,x[m],y[m],z[m],qx,qy,qz,qw,vx[m/s],vy[m/s],vz[m/s],wxbody[rad/s],wybody[rad/s],wzbody[rad/s]
6662877704997,167,-3.52762,0.822416,-1.46703,0.00195344,0.169212,0.228426,0.958741,4.59163e-41,-3.26645e+09,-1.54143e-43,0,0,0
6662877716108,167,-3.52762,0.82246,-1.46705,0.00253529,0.169457,0.228372,0.95871,-0.00120175,0.00384131,-0.00412028,0,0,0
6662877727220,167,-3.52765,0.822453,-1.46707,0.00219168,0.168895,0.228121,0.958869,-0.00502069,0.00278927,-0.00549272,0,0,0
6662877738331,167,-3.52762,0.822444,-1.46705,0.00219304,0.168862,0.228291,0.958835,0.00223142,0.00192031,-0.00130881,0,0,0
6662877749441,167,-3.52763,0.822414,-1.46702,0.00222453,0.168997,0.228343,0.958799,-0.00193138,-0.00471043,0.00562247,0,0,0
6662877760521,167,-3.52763,0.822417,-1.46703,0.00219163,0.169185,0.22838,0.958757,0.000557955,-0.000879853,0.000901312,0,0,0
6662877771632,167,-3.52762,0.822402,-1.46706,0.00216108,0.169178,0.228288,0.95878,0.000686714,-0.00224255,-0.001867,0,0,0
6662877782743,167,-3.52761,0.822409,-1.46708,0.00206068,0.168982,0.228383,0.958792,0.000815326,0.00106207,-0.00257471,0,0,0
6662877793855,167,-3.52763,0.822387,-1.46703,0.00270752,0.169258,0.22834,0.958752,-0.00128736,-0.00403372,-0.000708047,0,0,0
6662877804965,167,-3.52764,0.822428,-1.46706,0.00233377,0.169007,0.228426,0.958777,-0.00339065,0.00462459,-0.00384131,0,0,0
6662877816077,167,-3.52762,0.822435,-1.4671,0.00259508,0.169156,0.2283,0.95878,0.00399081,0.0031433,-0.0106636,0,0,0
6662877827188,167,-3.52764,0.822444,-1.46704,0.00237512,0.168929,0.228252,0.958832,-0.00313257,0.00382989,0.0080889,0,0,0
6662877838299,167,-3.52765,0.822427,-1.46701,0.00226483,0.169184,0.22836,0.958761,-0.00360395,-0.00261716,0.00536302,0,0,0
6662877849410,167,-3.52763,0.822448,-1.46706,0.00214757,0.169233,0.228347,0.958756,0.000128736,0.00310039,-0.00105134,0,0,0
6662877860543,167,-3.52764,0.822396,-1.46699,0.00222773,0.169401,0.228373,0.95872,-0.00115862,-0.00342223,0.0133456,0,0,0
6662877871653,167,-3.52762,0.822432,-1.46705,0.00211024,0.169236,0.228248,0.958779,-0.000686714,0.000579415,-0.00409883,0,0,0
