timestamp[us],RBid,x[m],y[m],z[m],qx,qy,qz,qw,vx[m/s],vy[m/s],vz[m/s],wxbody[rad/s],wybody[rad/s],wzbody[rad/s]
7271868938966,888,-1.61545,-1.702,-1.45275,0.0507114,-0.0959008,-0.677597,-0.727388,4.59163e-41,6.28722e-15,-1.54143e-43,0,0,0
7271868948966,888,-1.61544,-1.702,-1.45277,0.0508121,-0.0959451,-0.677593,-0.72738,0.00089407,0.000488758,-0.00241995,0,0,0
7271868968960,888,-1.61545,-1.70201,-1.45277,0.0507158,-0.0956312,-0.677668,-0.727357,-0.00160933,-0.000596046,-0.00185966,0,0,0
7271868978960,888,-1.61545,-1.702,-1.45276,0.0507306,-0.0956655,-0.677625,-0.727392,0.000560284,0.00077486,0.000476837,0,0,0
7271868988960,888,-1.61545,-1.70199,-1.45276,0.0505157,-0.0960352,-0.677571,-0.727408,0.000154972,0.00101328,0.000703335,0,0,0
7271869008960,888,-1.61545,-1.702,-1.45274,0.0509351,-0.095565,-0.67771,-0.727312,0.000524468,0.00240779,0.000262234,0,0,0
7271869018960,888,-1.61545,-1.70199,-1.45277,0.0508758,-0.0958027,-0.677649,-0.727342,-4.76837e-05,0.000810623,-0.00288486,0,0,0
7271869028960,888,-1.61545,-1.70199,-1.45274,0.0508979,-0.0956614,-0.677628,-0.727378,0.00025034,0.00013113,0.00342131,0,0,0
7271869038960,888,-1.61545,-1.70201,-1.45275,0.0506896,-0.0959011,-0.677563,-0.727421,-0.000333786,-0.00241995,-0.00122786,0,0,0
7271869048960,888,-1.61545,-1.702,-1.45276,0.0506294,-0.0958278,-0.677658,-0.727347,-0.00025034,0.00109673,-0.000786781,0,0,0
7271869058960,888,-1.61546,-1.70202,-1.45278,0.05045,-0.0959343,-0.67767,-0.727334,-0.00113249,-0.00193119,-0.0022769,0,0,0
7271869078949,888,-1.61545,-1.70199,-1.45273,0.0510154,-0.0955521,-0.677711,-0.727307,-1.19209e-05,0.00114441,0.00388622,0,0,0
7271869088949,888,-1.61547,-1.70199,-1.45274,0.0505498,-0.0958399,-0.677687,-0.727324,-0.0018239,0.000607967,-0.00146627,0,0,0
7271869098949,888,-1.61545,-1.702,-1.45275,0.0507914,-0.0958362,-0.677603,-0.727386,0.00196695,-0.0013113,-0.000548363,0,0,0
7271869108949,888,-1.61546,-1.702,-1.45275,0.0507895,-0.095887,-0.677616,-0.727367,-0.00144243,4.76837e-05,-0.000286102,0,0,0
7271869118949,888,-1.61545,-1.70201,-1.45275,0.0509654,-0.0956274,-0.677644,-0.727363,0.00107288,-0.000917912,-0.00013113,0,0,0
7271869138949,888,-1.61546,-1.702,-1.45277,0.0508283,-0.0957598,-0.677774,-0.727234,-0.00151381,-0.000131117,-0.0036832,0,0,0
7271869148949,888,-1.61546,-1.70199,-1.45278,0.0506286,-0.0958661,-0.677657,-0.727343,-0.000119209,0.00106096,-0.000309944,0,0,0
7271869158949,888,-1.61544,-1.70199,-1.45277,0.0505786,-0.0957723,-0.677619,-0.727394,0.00215769,-9.53674e-05,0.000321865,0,0,0
7271869168949,888,-1.61544,-1.70201,-1.45274,0.0506569,-0.0959262,-0.677637,-0.727352,-0.000178814,-0.00215769,0.00287294,0,0,0
7271869188934,888,-1.61546,-1.70198,-1.45277,0.0506682,-0.0958867,-0.677597,-0.727393,0.000298023,0.00289679,-0.000190735,0,0,0
7271869198934,888,-1.61543,-1.702,-1.45278,0.0503459,-0.0959504,-0.677618,-0.727387,0.00222921,-0.00221729,-0.00121593,0,0,0
7271869208934,888,-1.61545,-1.702,-1.45277,0.0507279,-0.0956991,-0.677687,-0.727329,-0.00200272,0.000917912,0.00137091,0,0,0
7271869218934,888,-1.61542,-1.70201,-1.45278,0.0509648,-0.0954579,-0.677693,-0.727339,0.00308752,-0.00178814,-0.000464916,0,0,0
7271869228934,888,-1.61544,-1.7019,-1.4529,0.0506132,-0.0955562,-0.677594,-0.727443,-0.00150204,0.0113726,-0.012362,0,0,0
7271869248933,888,-1.61545,-1.70186,-1.45292,0.050374,-0.0959259,-0.677627,-0.72738,-0.00141859,0.0153542,-0.0162363,0,0,0
7271869258934,888,-1.61546,-1.70198,-1.45275,0.0512079,-0.0952652,-0.677663,-0.727376,-0.000786703,-0.0124442,0.0162943,0,0,0
7271869268934,888,-1.61544,-1.70198,-1.45277,0.0508179,-0.0957317,-0.677644,-0.727359,0.00107288,0.000572205,-0.00203848,0,0,0
7271869288949,888,-1.61545,-1.70199,-1.45277,0.0508596,-0.0957055,-0.677746,-0.727265,-0.00102356,0.0018805,0.000737917,0,0,0
7271869298949,888,-1.61545,-1.702,-1.45277,0.0508991,-0.0957528,-0.677641,-0.727354,3.57628e-05,-0.000941753,5.96046e-05,0,0,0
7271869318941,888,-1.61545,-1.70201,-1.45278,0.0506038,-0.0958467,-0.677645,-0.727358,0.000775403,-0.000417525,-0.000679969,0,0,0
7271869328949,888,-1.61545,-1.70199,-1.45279,0.0509377,-0.0957559,-0.677657,-0.727336,-0.000786152,0.00187009,-0.000893355,0,0,0
7271869338949,888,-1.61544,-1.70202,-1.45275,0.0512032,-0.0954759,-0.677642,-0.727368,0.000989437,-0.00286102,0.00356436,0,0,0
7271869358949,888,-1.61545,-1.702,-1.45275,0.051095,-0.0955312,-0.67771,-0.727305,0.00113237,0.000691345,-0.000226475,0,0,0
7271869368949,888,-1.61546,-1.70202,-1.45274,0.0506899,-0.0955933,-0.677713,-0.727322,-0.00064373,-0.00122786,0.00118017,0,0,0
7271869378949,888,-1.61546,-1.702,-1.45276,0.0507695,-0.0957592,-0.677663,-0.727342,2.38419e-05,0.00145435,-0.00200272,0,0,0
7271869388949,888,-1.61545,-1.70201,-1.45275,0.0509299,-0.0955588,-0.677688,-0.727333,0.000464916,-0.000655651,0.00122786,0,0,0
7271869408946,888,-1.61545,-1.70201,-1.45275,0.0511897,-0.0953136,-0.677659,-0.727375,0.00188351,-0.000274181,0.00163317,0,0,0
7271869418946,888,-1.61547,-1.702,-1.45274,0.050669,-0.095907,-0.677597,-0.72739,-0.00253916,0.00129938,0.00100136,0,0,0
7271869428946,888,-1.61547,-1.702,-1.45277,0.0507335,-0.095643,-0.677651,-0.727371,0.000500679,-0.000286102,-0.00299215,0,0,0
7271869438946,888,-1.61547,-1.702,-1.45276,0.0505913,-0.0958471,-0.677698,-0.72731,0.000154972,0.000321865,0.00101328,0,0,0
7271869448946,888,-1.61546,-1.702,-1.45279,0.0505641,-0.0958257,-0.677611,-0.727396,0.000953674,-0.000166893,-0.00355244,0,0,0
7271869468946,888,-1.61545,-1.702,-1.45278,0.0503714,-0.0961184,-0.677612,-0.727369,0.000381432,0.000393351,-0.000977418,0,0,0
7271869478946,888,-1.61546,-1.70198,-1.45276,0.051011,-0.0954993,-0.67761,-0.727408,-0.000846386,0.0012517,0.00246763,0,0,0
7271869488946,888,-1.61547,-1.702,-1.45278,0.0505275,-0.0960487,-0.677617,-0.727363,-0.0015378,-0.00116825,-0.00208616,0,0,0
7271869498959,888,-1.61545,-1.702,-1.45274,0.0509808,-0.0955236,-0.677667,-0.727354,0.00235728,-0.000630989,0.00454788,0,0,0
7271869508959,888,-1.61545,-1.702,-1.45276,0.0508408,-0.0958654,-0.677633,-0.727351,9.53674e-05,0.000321865,-0.00224113,0,0,0
7271869518959,888,-1.61545,-1.702,-1.45278,0.0506417,-0.0957497,-0.677651,-0.727363,-0.000464916,-0.000274181,-0.00209808,0,0,0
7271869528959,888,-1.61545,-1.70199,-1.45279,0.0510754,-0.095566,-0.677714,-0.727298,-0.000357628,0.0012517,-0.00106096,0,0,0
7271869538959,888,-1.61543,-1.702,-1.45276,0.051086,-0.0953472,-0.677751,-0.727291,0.00196695,-0.000822544,0.00280142,0,0,0
7271869548959,888,-1.61546,-1.702,-1.45277,0.0508872,-0.0957594,-0.677579,-0.727411,-0.0022769,1.19209e-05,-0.000846386,0,0,0
7271869558959,888,-1.61544,-1.702,-1.45278,0.0507572,-0.0958571,-0.677591,-0.727396,0.00154972,-5.96046e-05,-0.00089407,0,0,0
