timestamp[us],RBid,x[m],y[m],z[m],qx,qy,qz,qw,vx[m/s],vy[m/s],vz[m/s],wxbody[rad/s],wybody[rad/s],wzbody[rad/s]
6662386100976,167,-3.54811,0.842708,-1.46698,-3.8731e-05,-0.160217,-0.246403,-0.955833,4.59163e-41,3.35059e-31,-1.54143e-43,0,0,0
6662386112088,167,-3.54812,0.842749,-1.46702,-9.76635e-05,-0.160219,-0.246491,-0.95581,4.29119e-05,0.00538544,-0.0101272,0,0,0
6662386123198,167,-3.54812,0.842712,-1.46697,-0.000215426,-0.160073,-0.246334,-0.955875,-0.00334773,-0.00122321,0.0109016,0,0,0
6662386134344,167,-3.54811,0.842717,-1.467,-0.000243575,-0.160027,-0.24648,-0.955844,0.000767716,-0.001802,-0.00435039,0,0,0
6662386145455,167,-3.54811,0.84274,-1.467,-0.000189384,-0.160245,-0.246421,-0.955823,-0.0079387,0.00272491,0.00111571,0,0,0
6662386156566,167,-3.5481,0.842719,-1.46698,-0.000604557,-0.160808,-0.246363,-0.955743,0.000300437,-0.000987152,-0,0,0,0
6662386167677,167,-3.54811,0.842722,-1.46701,-0.000680039,-0.160678,-0.246257,-0.955793,0.000472116,0.00111591,-0.00849809,0,0,0
6662386178788,167,-3.54809,0.842712,-1.46698,-0.000251033,-0.160253,-0.246285,-0.955857,0.000901312,0.00422758,0.00457094,0,0,0
6662386189900,167,-3.5481,0.842693,-1.46696,-0.000477816,-0.16052,-0.246385,-0.955786,-0.0010728,-0.00479541,0.00298238,0,0,0
6662386201011,167,-3.5481,0.842726,-1.467,-2.36125e-05,-0.160113,-0.246355,-0.955862,-0.00128736,0.00327203,-0.00392644,0,0,0
6662386212122,167,-3.54811,0.842714,-1.467,-0.000208709,-0.16042,-0.246322,-0.95582,-0.000386207,-0.00192031,-0.00246744,0,0,0
6662386223232,167,-3.54812,0.842708,-1.46699,-0.000140993,-0.160137,-0.246366,-0.955856,-0.00145927,-0.00334773,0.00506452,0,0,0
6662386234341,167,-3.5481,0.842715,-1.467,0.000153673,-0.16007,-0.246443,-0.955847,0.00107338,-0.0023185,-0.00150273,0,0,0
6662386245453,167,-3.5481,0.842731,-1.467,0.000111383,-0.160319,-0.246415,-0.955812,0.00120153,0.00528889,-0.00474177,0,0,0
6662386256564,167,-3.54812,0.842725,-1.46697,-0.000370008,-0.160471,-0.246429,-0.955783,-0.00205977,0.00010728,0.00547127,0,0,0
